Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides,
features_denseblock3_denselayer4_conv1, 14, 14, 1, 1, 528, 192, 1,
features_denseblock3_denselayer4_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer5_conv1, 14, 14, 1, 1, 576, 192, 1,
features_denseblock3_denselayer5_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer6_conv1, 14, 14, 1, 1, 624, 192, 1,
features_denseblock3_denselayer6_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer7_conv1, 14, 14, 1, 1, 672, 192, 1,
features_denseblock3_denselayer7_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer8_conv1, 14, 14, 1, 1, 720, 192, 1,
features_denseblock3_denselayer8_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer9_conv1, 14, 14, 1, 1, 768, 192, 1,
features_denseblock3_denselayer9_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer10_conv1, 14, 14, 1, 1, 816, 192, 1,
features_denseblock3_denselayer10_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer11_conv1, 14, 14, 1, 1, 864, 192, 1,
features_denseblock3_denselayer11_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer12_conv1, 14, 14, 1, 1, 912, 192, 1,
features_denseblock3_denselayer12_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer13_conv1, 14, 14, 1, 1, 960, 192, 1,
features_denseblock3_denselayer13_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer14_conv1, 14, 14, 1, 1, 1008, 192, 1,
features_denseblock3_denselayer14_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer15_conv1, 14, 14, 1, 1, 1056, 192, 1,
features_denseblock3_denselayer15_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer16_conv1, 14, 14, 1, 1, 1104, 192, 1,
features_denseblock3_denselayer16_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer17_conv1, 14, 14, 1, 1, 1152, 192, 1,
features_denseblock3_denselayer17_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer18_conv1, 14, 14, 1, 1, 1200, 192, 1,
features_denseblock3_denselayer18_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer19_conv1, 14, 14, 1, 1, 1248, 192, 1,
features_denseblock3_denselayer19_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer20_conv1, 14, 14, 1, 1, 1296, 192, 1,
features_denseblock3_denselayer20_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer21_conv1, 14, 14, 1, 1, 1344, 192, 1,
features_denseblock3_denselayer21_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer22_conv1, 14, 14, 1, 1, 1392, 192, 1,
features_denseblock3_denselayer22_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer23_conv1, 14, 14, 1, 1, 1440, 192, 1,
features_denseblock3_denselayer23_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer24_conv1, 14, 14, 1, 1, 1488, 192, 1,
features_denseblock3_denselayer24_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer25_conv1, 14, 14, 1, 1, 1536, 192, 1,
features_denseblock3_denselayer25_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer26_conv1, 14, 14, 1, 1, 1584, 192, 1,
features_denseblock3_denselayer26_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer27_conv1, 14, 14, 1, 1, 1632, 192, 1,
features_denseblock3_denselayer27_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer28_conv1, 14, 14, 1, 1, 1680, 192, 1,
features_denseblock3_denselayer28_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer29_conv1, 14, 14, 1, 1, 1728, 192, 1,
features_denseblock3_denselayer29_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer30_conv1, 14, 14, 1, 1, 1776, 192, 1,
features_denseblock3_denselayer30_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer31_conv1, 14, 14, 1, 1, 1824, 192, 1,
features_denseblock3_denselayer31_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer32_conv1, 14, 14, 1, 1, 1872, 192, 1,
features_denseblock3_denselayer32_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer33_conv1, 14, 14, 1, 1, 1920, 192, 1,
features_denseblock3_denselayer33_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer34_conv1, 14, 14, 1, 1, 1968, 192, 1,
features_denseblock3_denselayer34_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer35_conv1, 14, 14, 1, 1, 2016, 192, 1,
features_denseblock3_denselayer35_conv2, 14, 14, 3, 3, 192, 48, 1,
features_denseblock3_denselayer36_conv1, 14, 14, 1, 1, 2064, 192, 1,
features_denseblock3_denselayer36_conv2, 14, 14, 3, 3, 192, 48, 1,
features_transition3_conv, 14, 14, 1, 1, 2112, 1056, 1,
features_denseblock4_denselayer1_conv1, 7, 7, 1, 1, 1056, 192, 1,
features_denseblock4_denselayer1_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer2_conv1, 7, 7, 1, 1, 1104, 192, 1,
features_denseblock4_denselayer2_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer3_conv1, 7, 7, 1, 1, 1152, 192, 1,
features_denseblock4_denselayer3_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer4_conv1, 7, 7, 1, 1, 1200, 192, 1,
features_denseblock4_denselayer4_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer5_conv1, 7, 7, 1, 1, 1248, 192, 1,
features_denseblock4_denselayer5_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer6_conv1, 7, 7, 1, 1, 1296, 192, 1,
features_denseblock4_denselayer6_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer7_conv1, 7, 7, 1, 1, 1344, 192, 1,
features_denseblock4_denselayer7_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer8_conv1, 7, 7, 1, 1, 1392, 192, 1,
features_denseblock4_denselayer8_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer9_conv1, 7, 7, 1, 1, 1440, 192, 1,
features_denseblock4_denselayer9_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer10_conv1, 7, 7, 1, 1, 1488, 192, 1,
features_denseblock4_denselayer10_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer11_conv1, 7, 7, 1, 1, 1536, 192, 1,
features_denseblock4_denselayer11_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer12_conv1, 7, 7, 1, 1, 1584, 192, 1,
features_denseblock4_denselayer12_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer13_conv1, 7, 7, 1, 1, 1632, 192, 1,
features_denseblock4_denselayer13_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer14_conv1, 7, 7, 1, 1, 1680, 192, 1,
features_denseblock4_denselayer14_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer15_conv1, 7, 7, 1, 1, 1728, 192, 1,
features_denseblock4_denselayer15_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer16_conv1, 7, 7, 1, 1, 1776, 192, 1,
features_denseblock4_denselayer16_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer17_conv1, 7, 7, 1, 1, 1824, 192, 1,
features_denseblock4_denselayer17_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer18_conv1, 7, 7, 1, 1, 1872, 192, 1,
features_denseblock4_denselayer18_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer19_conv1, 7, 7, 1, 1, 1920, 192, 1,
features_denseblock4_denselayer19_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer20_conv1, 7, 7, 1, 1, 1968, 192, 1,
features_denseblock4_denselayer20_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer21_conv1, 7, 7, 1, 1, 2016, 192, 1,
features_denseblock4_denselayer21_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer22_conv1, 7, 7, 1, 1, 2064, 192, 1,
features_denseblock4_denselayer22_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer23_conv1, 7, 7, 1, 1, 2112, 192, 1,
features_denseblock4_denselayer23_conv2, 7, 7, 3, 3, 192, 48, 1,
features_denseblock4_denselayer24_conv1, 7, 7, 1, 1, 2160, 192, 1,
features_denseblock4_denselayer24_conv2, 7, 7, 3, 3, 192, 48, 1,
classifier, 1, 1, 1, 1, 2208, 1000, 1,
